date,timestamp,name,url,device_mode,grade,score,fcp,lcp,cls,inp,ttfb,tbt,tti,speed_index,performance_score,accessibility_score,best_practices_score,seo_score,core_web_vitals_score
2025-07-07,2025-07-07T18:06:47.312191,https://www.google.com,https://www.google.com,desktop,A,100.0,0.8932709999999999,2.0761529999999992,0,N/A,0.211616,0,2.0761529999999992,1.0229441905493855,89.0,99.0,96.0,92.0,100.0
